2026-03-29 04:45:27.436 | INFO     | agents.lazy_agent:__init__:54 - LazyAgent stable configured (model not loaded yet, GPU layers=-1)
2026-03-29 04:45:27.437 | INFO     | agents.lazy_agent:__init__:54 - LazyAgent executor configured (model not loaded yet, GPU layers=-1)
2026-03-29 04:45:27.437 | INFO     | agents.lazy_agent:__init__:54 - LazyAgent drifter configured (model not loaded yet, GPU layers=-1)
2026-03-29 04:45:27.437 | INFO     | __main__:main:176 - Agent temperatures: [1.2, 1.2, 1.2]
2026-03-29 04:45:27.437 | INFO     | __main__:run_batch:78 - Pending episodes: 5 (starting from episode 0)
2026-03-29 04:45:27.438 | INFO     | runtime.game_loop:run_episode:40 - Starting episode 0 with seed 42
2026-03-29 04:45:27.438 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:45:27.438 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:45:32.427 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=2886ms, infer=1951ms, status=valid_json, output={ "action": "cooperate", "reason": "Early round, no risk of losing resources or ...
2026-03-29 04:45:32.427 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:45:32.427 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:45:39.812 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=5561ms, infer=1587ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:45:39.812 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:45:39.813 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:45:48.011 | DEBUG    | agents.lazy_agent:decide:190 - Agent drifter: load=5448ms, infer=2502ms, status=valid_json, output={"action": "defect", "reason": "璇烽€夋湼銆愎紺ត鏁"}...
2026-03-29 04:45:48.011 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:45:48.011 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:45:52.702 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=2934ms, infer=1595ms, status=valid_json, output={ "action": "defect", "reason": "Higher profit with less risk." }...
2026-03-29 04:45:52.702 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:45:52.702 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:00.185 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=5610ms, infer=1628ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:46:00.185 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:46:00.185 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:12.974 | DEBUG    | agents.lazy_agent:decide:190 - Agent drifter: load=7308ms, infer=5243ms, status=valid_json, output={"action": "defend", "reason": "Current world state indicates safe conditions. D...
2026-03-29 04:46:12.974 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:46:12.974 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:19.204 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=3411ms, infer=2665ms, status=valid_json, output={ "action": "cooperate", "reason": "The world state suggests a low-risk environm...
2026-03-29 04:46:19.204 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:46:19.204 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:26.673 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=5618ms, infer=1612ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:46:26.673 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:46:26.673 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:36.218 | DEBUG    | agents.lazy_agent:decide:190 - Agent drifter: load=5574ms, infer=3735ms, status=valid_json, output={"action": "defend", "reason": "Current world state shows normal resources but s...
2026-03-29 04:46:36.219 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:46:36.219 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:41.015 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=2922ms, infer=1718ms, status=valid_json, output={ "action": "cooperate", "reason": "Stability and executor consensus on cooperat...
2026-03-29 04:46:41.015 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:46:41.015 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:48.435 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=5576ms, infer=1608ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:46:48.436 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:46:48.436 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:46:57.666 | DEBUG    | agents.lazy_agent:decide:190 - Agent drifter: load=5638ms, infer=3337ms, status=valid_json, output={"action": "defend", "reason": "銆愰噸瑕併€戝彧鑳借緭鍑轰竴涓?JSON 瀵硅薄"}...
2026-03-29 04:46:57.666 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:46:57.666 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:02.387 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=2898ms, infer=1667ms, status=valid_json, output={ "action": "cooperate", "reason": "Stability and executor consensus on cooperat...
2026-03-29 04:47:02.387 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:47:02.387 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:10.208 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=5977ms, infer=1606ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:47:10.208 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:47:10.208 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:20.234 | DEBUG    | agents.lazy_agent:decide:190 - Agent drifter: load=5364ms, infer=4420ms, status=valid_json, output={"action": "defend", "reason": "The stable cooperated, executor cooperated, drif...
2026-03-29 04:47:20.234 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:47:20.234 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:25.203 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=2821ms, infer=1995ms, status=valid_json, output={ "action": "cooperate", "reason": "Stability and executor both chose to coopera...
2026-03-29 04:47:25.203 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:47:25.203 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:33.169 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=6119ms, infer=1607ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:47:33.169 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:47:33.169 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:42.329 | DEBUG    | agents.lazy_agent:decide:190 - Agent drifter: load=5351ms, infer=3568ms, status=valid_json, output={"action": "defend", "reason": "The stable agent is cooperating, executor is coo...
2026-03-29 04:47:42.330 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for stable...
2026-03-29 04:47:42.330 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:47.401 | DEBUG    | agents.lazy_agent:decide:190 - Agent stable: load=2951ms, infer=1968ms, status=valid_json, output={ "action": "cooperate", "reason": "Stability and executor both chose to coopera...
2026-03-29 04:47:47.401 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for executor...
2026-03-29 04:47:47.401 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:47:54.891 | DEBUG    | agents.lazy_agent:decide:190 - Agent executor: load=5661ms, infer=1583ms, status=valid_json, output={"action": "cooperate", "reason": "鐞嗙敱"}...
2026-03-29 04:47:54.891 | DEBUG    | agents.lazy_agent:_load_model:63 - Loading model for drifter...
2026-03-29 04:47:54.891 | DEBUG    | agents.lazy_agent:_load_model:76 - Set CPU affinity to 6 cores
2026-03-29 04:48:17.619 | WARNING  | agents.lazy_agent:decide:176 - Agent drifter parse failed, defaulting to abstain
